business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,document_create_date,document_create_date.1,due_in_date,invoice_currency,document type,posting_id,area_business,total_open_amount,baseline_create_date,cust_payment_terms,invoice_id,isOpen
U001,200743129,BROOKS systems,9/10/2019 0:00,2019,1929797274,8/28/2019,20190827,20190828,20190912,USD,RV,1,,20360.19,20190828,NAA8,1929797274,0
U001,200769623,WAL-MAR associates,,2020,1930635649,3/12/2020,20200311,20200312,20200327,USD,RV,1,,767.78,20200312,NAH4,1930635649,1
U001,200780825,SYSCO FO trust,7/30/2019 0:00,2019,1929620499,7/16/2019,20190715,20190716,20190731,USD,RV,1,,322.48,20190716,NAA8,1929620499,0
U001,200762301,C&S WH llc,2/5/2020 0:00,2020,1930413750,1/21/2020,20200120,20200121,20200205,USD,RV,1,,91102.25,20200121,NAC6,1930413750,0
U001,200769369,DI llc,4/1/2019 0:00,2019,1928964395,3/15/2019,20190315,20190315,20190330,USD,RV,1,,73077.72,20190315,NAA8,1928964395,0
CA02,100030194,AMAZO ,7/15/2019 0:00,2019,2960558116,6/30/2019,20190630,20190630,20190711,CAD,RV,1,,2827.8,20190701,CA10,2960558116,0
U001,200714710,SYSCO  us,6/24/2019 0:00,2019,1929462621,6/10/2019,20190609,20190610,20190625,USD,RV,1,,3285.62,20190610,NAA8,1929462621,0
CA02,140106181,THE  corp,9/18/2019 0:00,2019,2960562705,7/8/2019,20190708,20190708,20190719,CAD,RV,1,,6912,20190709,CA10,2960562705,0
U001,100028450,DASA I ,5/23/2019 0:00,2019,1929251852,5/6/2019,20190506,20190506,20190516,USD,RV,1,,24351.25,20190506,NA10,1929251852,0
U001,200561861,CO in,6/21/2019 0:00,2019,1929446470,6/6/2019,20190606,20190606,20190621,USD,RV,1,,22491.08,20190606,NAA8,1929446470,0
U001,200622385,US  co,5/10/2019 0:00,2019,1929213250,4/26/2019,20190426,20190426,20190511,USD,RV,1,,981.31,20190426,NAA8,1929213250,0
U001,200769623,WAL-MAR foundation,1/24/2020 0:00,2020,1930395090,1/14/2020,20200113,20200114,20200129,USD,RV,1,,71008.69,20200114,NAH4,1930395090,0
U001,200744019,TARG in,2/26/2019 0:00,2019,1928711753,2/1/2019,20190130,20190201,20190216,USD,RV,1,,8445.33,20190201,NAA8,1928711753,0
U001,200752302,KROGER foundation,9/3/2019 0:00,2019,1929760273,8/19/2019,20190819,20190819,20190903,USD,RV,1,,79935.8,20190819,NAA8,1929760273,0
CA02,140105785,SHOPPE foundation,,2020,2960624627,3/27/2020,20200327,20200327,20200410,CAD,RV,1,,2829.6,20200331,CA10,2960624627,1
U001,200769623,WAL-MAR in,2/11/2019 0:00,2019,1928657817,1/24/2019,20190121,20190124,20190208,USD,RV,1,,13636.19,20190124,NAH4,1928657817,0
U001,200769623,WAL-MAR llc,4/8/2019 0:00,2019,1929027308,3/27/2019,20190325,20190327,20190411,USD,RV,1,,71047.42,20190327,NAH4,1929027308,0
U001,200769623,WAL-MAR corporation,6/25/2019 0:00,2019,1929485994,6/13/2019,20190613,20190613,20190628,USD,RV,1,,3748.84,20190613,NAH4,1929485994,0
U001,200772670,ASSOCIAT co,3/6/2019 0:00,2019,1928831527,2/20/2019,20190221,20190220,20190307,USD,RV,1,,74898.29,20190220,NAU5,1928831527,0
U001,200769623,WAL-MAR foundation,11/20/2019 0:00,2019,1930133339,11/10/2019,20191109,20191110,20191125,USD,RV,1,,6300.98,20191110,NAH4,1930133339,0
U001,200769623,WAL-MAR ,,2020,1930577078,2/28/2020,20200227,20200228,20200314,USD,RV,1,,14514.68,20200228,NAH4,1930577078,1
U001,200769623,WAL-MAR foundation,,2020,1930774741,4/10/2020,20200410,20200410,20200425,USD,RV,1,,55400.31,20200410,NAH4,1930774741,1
U001,200705742,DOT co,5/17/2019 0:00,2019,1929249507,5/2/2019,20190502,20190502,20190517,USD,RV,1,,26520.18,20190502,NAA8,1929249507,0
U001,200772670,ASSOCIAT corporation,,2020,1930765053,4/9/2020,20200408,20200409,20200424,USD,RV,1,,174766.36,20200409,NAU5,1930765053,1
U001,200762301,C&S WH ,4/1/2019 0:00,2019,1928964364,3/15/2019,20190314,20190315,20190330,USD,RV,1,,75138.42,20190315,NAC6,1928964364,0
U001,200761734,H E BUT in,8/7/2019 0:00,2019,1929656725,7/24/2019,20190724,20190724,20190808,USD,RV,1,,78043.58,20190724,NAA8,1929656725,0
CA02,140104409,LOB us,6/21/2019 0:00,2019,2960552326,6/2/2019,20190603,20190602,20190619,CAD,RV,1,,51234.16,20190609,CA10,2960552326,0
U001,200900909,SYSCO systems,,2020,1930645969,3/13/2020,20200312,20200313,20200414,USD,RV,1,,31512.75,20200313,NA32,1930645969,1
U001,200769623,WAL-MAR systems,,2020,1930718081,3/30/2020,20200329,20200330,20200414,USD,RV,1,,19701.55,20200330,NAH4,1930718081,1
U001,200455322,PEA us,11/7/2019 0:00,2019,1929867941,9/12/2019,20190912,20190912,20191012,USD,RV,1,,42362.3,20190912,NAD5,1929867941,0
U001,200290370,BARGAIN  corporation,9/27/2019 0:00,2019,1929854327,9/10/2019,20190909,20190910,20190925,USD,RV,1,,6347.86,20190910,NAA8,1929854327,0
U001,200769623,WAL-MAR systems,7/10/2019 0:00,2019,1929559339,6/30/2019,20190629,20190630,20190715,USD,RV,1,,48129.8,20190630,NAH4,1929559339,0
U001,200726979,BJ'S  trust,,2020,1930788667,4/16/2020,20200415,20200416,20200501,USD,RV,1,,132.72,20200416,NAA8,1930788667,1
U001,200769623,WAL-MAR corp,10/10/2019 0:00,2019,1929940577,9/29/2019,20190929,20190929,20191014,USD,RV,1,,5957.04,20190929,NAH4,1929940577,0
U001,200769623,WAL-MAR llc,9/3/2019 0:00,2019,1929767246,8/21/2019,20190820,20190821,20190905,USD,RV,1,,423.47,20190821,NAH4,1929767246,0
U001,100028210,WEST  trust,3/23/2019 0:00,2019,1928896405,3/4/2019,20190304,20190304,20190319,USD,RV,1,,32415.05,20190304,NAA8,1928896405,0
U001,200769623,WAL-MAR llc,9/3/2019 0:00,2019,1929773090,8/22/2019,20190822,20190822,20190906,USD,RV,1,,1328.25,20190822,NAH4,1929773090,0
U001,200743129,BROOKS in,8/14/2019 0:00,2019,1929670921,7/28/2019,20190728,20190728,20190812,USD,RV,1,,116300.54,20190728,NAA8,1929670921,0
U001,200769623,WAL-MAR llc,,2020,1930709919,3/29/2020,20200328,20200329,20200413,USD,RV,1,,1121.15,20200329,NAH4,1930709919,1
U001,200769623,WAL-MAR llc,,2020,1930752568,4/6/2020,20200406,20200406,20200421,USD,RV,1,,11394.84,20200406,NAH4,1930752568,1
U001,200783609,PROFIC corporation,1/29/2020 0:00,2020,1930395778,1/14/2020,20200114,20200114,20200129,USD,RV,1,,20306.46,20200114,NAA8,1930395778,0
U001,100033266,INTERN trust,12/24/2019 0:00,2019,1930174350,11/25/2019,20191120,20191125,20191210,USD,RV,1,,17243.1,20191125,NAA8,1930174350,0
U001,200744019,TARG associates,2/26/2020 0:00,2020,1930512246,2/11/2020,20200211,20200211,20200226,USD,RV,1,,22993.63,20200211,NAA8,1930512246,0
U001,200705089,JETR foundation,8/7/2019 0:00,2019,1929651119,7/23/2019,20190723,20190723,20190807,USD,RV,1,,18939.75,20190723,NAA8,1929651119,0
U001,100032262,INTERSTA co,6/29/2019 0:00,2019,1929487380,6/18/2019,20190613,20190618,20190628,USD,RV,1,,13872.48,20190618,NA10,1929487380,0
U001,200762301,C&S WH systems,2/19/2020 0:00,2020,1930461787,2/1/2020,20200131,20200201,20200216,USD,RV,1,,937.68,20200201,NAC6,1930461787,0
CA02,140105847,GORDON F co,,2020,2960627274,4/8/2020,20200408,20200408,20200418,CAD,RV,1,,3685.2,20200408,CA10,2960627274,1
U001,200769623,WAL-MAR co,5/9/2019 0:00,2019,1929221972,4/29/2019,20190427,20190429,20190514,USD,RV,1,,1170.27,20190429,NAH4,1929221972,0
U001,200769623,WAL-MAR co,3/18/2019 0:00,2019,1928913601,3/7/2019,20190306,20190307,20190322,USD,RV,1,,23976.32,20190307,NAH4,1928913601,0
U001,200756072,REINHA trust,4/17/2019 0:00,2019,1929061083,4/2/2019,20190401,20190402,20190417,USD,RV,1,,18828.87,20190402,NAA8,1929061083,0
U001,200769623,WAL-MAR us,12/23/2019 0:00,2019,1930255968,12/10/2019,20191210,20191210,20191225,USD,RV,1,,720.78,20191210,NAH4,1930255968,0
U001,200794332,COST in,10/7/2019 0:00,2019,1929908065,9/21/2019,20190921,20190921,20191006,USD,RV,1,,13091.11,20190921,NAAX,1929908065,0
U001,200353024,DECA ,3/2/2020 0:00,2020,1930553179,2/21/2020,20200221,20200221,20200310,USD,RV,1,,28.32,20200216,NAM4,1930553179,0
U001,200762301,C&S WH us,2/14/2020 0:00,2020,1930452932,1/30/2020,20200129,20200130,20200214,USD,RV,1,,19665.2,20200130,NAC6,1930452932,0
U001,200744019,TARG foundation,,2020,1930648342,3/15/2020,20200314,20200315,20200330,USD,RV,1,,52123.3,20200315,NAA8,1930648342,1
CA02,140104429,COSTCO corp,5/9/2019 0:00,2019,2960542647,4/18/2019,20190418,20190418,20190505,CAD,RV,1,,67034.28,20190425,CA10,2960542647,0
U001,200769623,WAL-MAR systems,,2020,1930632791,3/10/2020,20200310,20200310,20200325,USD,RV,1,,14994.01,20200310,NAH4,1930632791,1
U001,200769623,WAL-MAR llc,,2020,1930617194,3/6/2020,20200306,20200306,20200321,USD,RV,1,,36.06,20200306,NAH4,1930617194,1
U001,200769623,WAL-MAR foundation,5/28/2019 0:00,2019,1929313381,5/15/2019,20190514,20190515,20190530,USD,RV,1,,13112.14,20190515,NAH4,1929313381,0
U001,200780383,MEIJ associates,6/21/2019 0:00,2019,1929436297,6/5/2019,20190605,20190605,20190620,USD,RV,1,,19997.78,20190605,NAA8,1929436297,0
U001,200759878,SA llc,3/6/2020 0:00,2020,1930448984,1/30/2020,20200128,20200130,20200315,USD,RV,1,,124047.42,20200130,NAWP,1930448984,0
U001,200148860,DOLLA llc,9/25/2019 0:00,2019,1929855149,9/10/2019,20190910,20190910,20190925,USD,RV,1,,99386.3,20190910,NAA8,1929855149,0
U001,200726979,BJ'S  systems,10/15/2019 0:00,2019,1929927951,9/27/2019,20190926,20190927,20191012,USD,RV,1,,2211.63,20190927,NAA8,1929927951,0
U001,200772595,SAFEW corporation,4/29/2019 0:00,2019,1928838009,2/21/2019,20190221,20190221,20190427,USD,RV,1,,2588.65,20190221,NAGD,1928838009,0
U001,200772670,ASSOCIAT trust,4/18/2019 0:00,2019,1929071770,4/2/2019,20190402,20190402,20190417,USD,RV,1,,99608.36,20190402,NAU5,1929071770,0
U001,200769623,WAL-MAR associates,4/1/2019 0:00,2019,1928977255,3/19/2019,20190316,20190319,20190403,USD,RV,1,,16982.59,20190319,NAH4,1928977255,0
U001,200781803,JRD us,7/15/2019 0:00,2019,1929540585,6/25/2019,20190625,20190625,20190715,USD,RV,1,,1721.07,20190625,NAD1,1929540585,0
U001,200744019,TARG ,10/23/2019 0:00,2019,1929970361,10/6/2019,20191005,20191006,20191021,USD,RV,1,,13533.21,20191006,NAA8,1929970361,0
U001,200769623,WAL-MAR ,10/15/2019 0:00,2019,1929928863,9/29/2019,20190929,20190929,20191014,USD,RV,1,,3225.75,20190929,NAH4,1929928863,0
U001,200719839,ASSOCI in,11/4/2019 0:00,2019,1929706222,8/7/2019,20190805,20190807,20191105,USD,RV,1,,1172.53,20190807,NAVR,1929706222,0
U001,200794332,COST ,4/12/2019 0:00,2019,1929050378,3/29/2019,20190329,20190329,20190413,USD,RV,1,,32944.47,20190329,NAAX,1929050378,0
U001,200761734,H E BUT trust,11/27/2019 0:00,2019,1930147567,11/13/2019,20191113,20191113,20191128,USD,RV,1,,11443.14,20191113,NAA8,1930147567,0
U001,200966888,BIRD-I ,1/25/2020 0:00,2020,1930389805,1/10/2020,20200111,20200110,20200120,USD,RV,1,,4884,20200110,NA10,1930389805,0
U001,200782001,GORDO ,3/26/2019 0:00,2019,1928923101,3/7/2019,20190307,20190307,20190322,USD,RV,1,,38182.86,20190307,NAA8,1928923101,0
CA02,140118168,RONALD co,5/31/2019 0:00,2019,2960541584,4/30/2019,20190430,20190430,20190531,CAD,RV,1,,24960,20190501,CA30,2960541584,0
U001,200418007,AM in,,2020,1930752243,4/6/2020,20200406,20200406,20200421,USD,RV,1,,25836.19,20200406,NAA8,1930752243,1
U001,200331749,SYSC systems,12/31/2019 0:00,2019,1930267709,12/12/2019,20191211,20191212,20191227,USD,RV,1,,17710.21,20191212,NAA8,1930267709,0
U001,200418007,AM systems,2/26/2019 0:00,2019,1928661972,1/24/2019,20190122,20190124,20190208,USD,RV,1,,7790.06,20190124,NAA8,1928661972,0
U001,200772595,SAFEW us,7/23/2019 0:00,2019,1929581970,7/6/2019,20190706,20190706,20190721,USD,RV,1,,48577.93,20190706,NAA8,1929581970,0
U001,200739006,AL foundation,,2020,1930768064,4/15/2020,20200409,20200415,20200430,USD,RV,1,,4309.05,20200415,NAA8,1930768064,1
U001,200769623,WAL-MAR co,2/19/2019 0:00,2019,1928748491,2/6/2019,20190206,20190206,20190221,USD,RV,1,,316.8,20190206,NAH4,1928748491,0
U001,100031704,DELHAIZE associates,,2020,1930789873,4/15/2020,20200416,20200415,20200430,USD,RV,1,,70181.07,20200415,NAA8,1930789873,1
U001,200769623,WAL-MAR trust,,2020,1930705172,3/28/2020,20200326,20200328,20200412,USD,RV,1,,3403.8,20200328,NAH4,1930705172,1
U001,200020431,DEC ,7/24/2019 0:00,2019,1929640795,7/19/2019,20190719,20190719,20190723,USD,RV,1,,1867.12,20190716,NAM1,1929640795,0
U001,200794332,COST systems,3/6/2020 0:00,2020,1930546685,2/21/2020,20200220,20200221,20200426,USD,RV,1,,1715.7,20200221,NAGD,1930546685,0
U001,200900909,SYSCO ,7/9/2019 0:00,2019,1929498900,6/19/2019,20190616,20190619,20190704,USD,RV,1,,31309.71,20190619,NAA8,1929498900,0
U001,200705742,DOT associates,12/10/2019 0:00,2019,1930189164,11/25/2019,20191124,20191125,20191229,USD,RV,1,,94490.93,20191125,NAAW,1930189164,0
U001,200769623,WAL-MAR systems,1/27/2020 0:00,2020,1930401180,1/15/2020,20200115,20200115,20200130,USD,RV,1,,6663.09,20200115,NAH4,1930401180,0
U001,CCCA02,KRAFT  corporation,3/29/2019 0:00,2019,1928833837,2/22/2019,20190221,20190222,20190329,USD,RV,1,,16245.14,20190222,NAG2,1928833837,0
U001,200744019,TARG corp,2/21/2020 0:00,2020,1930476884,2/6/2020,20200205,20200206,20200221,USD,RV,1,,46665.92,20200206,NAA8,1930476884,0
U001,200744019,TARG llc,2/19/2019 0:00,2019,1928708954,1/31/2019,20190130,20190131,20190215,USD,RV,1,,20463.04,20190131,NAA8,1928708954,0
U001,200759878,SA associates,8/27/2019 0:00,2019,1929725793,8/9/2019,20190809,20190809,20190824,USD,RV,1,,26097.25,20190809,NAH4,1929725793,0
U001,200744019,TARG systems,,2020,1930620634,3/10/2020,20200307,20200310,20200514,USD,RV,1,,10665.53,20200310,NAGD,1930620634,1
U001,200739534,OK ,10/18/2019 0:00,2019,1929956074,10/2/2019,20191003,20191002,20191017,USD,RV,1,,19190.96,20191002,NAA8,1929956074,0
U001,200592182,DECA foundation,4/25/2019 0:00,2019,1929206084,4/25/2019,20190425,20190425,20190426,USD,RV,1,,7642.71,20190416,NAM2,1929206084,0
U001,200229974,DARDEN D corp,5/15/2019 0:00,2019,1929248983,5/2/2019,20190502,20190502,20190517,USD,RV,1,,22759.63,20190502,NAA8,1929248983,0
U001,200705742,DOT associates,12/20/2019 0:00,2019,1930208800,12/5/2019,20191201,20191205,20191220,USD,RV,1,,1683.46,20191205,NAA8,1930208800,0
U001,200803720,DEC llc,5/25/2019 0:00,2019,1929378721,5/25/2019,20190525,20190525,20190526,USD,RV,1,,320.06,20190516,NAM2,1929378721,0
CA02,140105847,GORDON F llc,5/13/2019 0:00,2019,2960544831,5/1/2019,20190501,20190501,20190512,CAD,RV,1,,33523,20190502,CA10,2960544831,0
U001,200769623,WAL-MAR corp,2/3/2020 0:00,2020,1930410307,1/17/2020,20200117,20200117,20200201,USD,RV,1,,7040.6,20200117,NAH4,1930410307,0
U001,200965912,C&S W llc,12/30/2019 0:00,2019,1930272033,12/13/2019,20191212,20191213,20191228,USD,RV,1,,45235.58,20191213,NAC6,1930272033,0
U001,200759878,SA ,1/22/2019 0:00,2019,1928557628,1/4/2019,20190103,20190104,20190119,USD,RV,1,,13873.43,20190104,NAH4,1928557628,0
U001,200772670,ASSOCIAT ,5/13/2019 0:00,2019,1929209707,4/25/2019,20190425,20190425,20190510,USD,RV,1,,61001.54,20190425,NAU5,1929209707,0
U001,200769623,WAL-MAR llc,3/6/2020 0:00,2020,1930558146,2/25/2020,20200222,20200225,20200311,USD,RV,1,,17479.1,20200225,NAH4,1930558146,0
U001,200769623,WAL-MAR llc,9/24/2019 0:00,2019,1929871957,9/13/2019,20190913,20190913,20190928,USD,RV,1,,28649.56,20190913,NAH4,1929871957,0
U001,200780383,MEIJ us,1/28/2019 0:00,2019,1928598541,1/9/2019,20190110,20190109,20190124,USD,RV,1,,46474.49,20190109,NAA8,1928598541,0
U001,200759878,SA foundation,1/22/2019 0:00,2019,1928556577,1/4/2019,20190103,20190104,20190119,USD,RV,1,,14516.79,20190104,NAH4,1928556577,0
U001,200769623,WAL-MAR foundation,6/21/2019 0:00,2019,1929464440,6/11/2019,20190610,20190611,20190626,USD,RV,1,,16101.13,20190611,NAH4,1929464440,0
U001,200769369,DI ,11/26/2019 0:00,2019,1930135532,11/11/2019,20191109,20191111,20191126,USD,RV,1,,15258.5,20191111,NAA8,1930135532,0
U001,200769623,WAL-MAR ,10/15/2019 0:00,2019,1929961583,10/5/2019,20191004,20191005,20191020,USD,RV,1,,69527.13,20191005,NAH4,1929961583,0
U001,100043936,PAPA JO in,10/31/2019 0:00,2019,1930038380,10/21/2019,20191021,20191021,20191031,USD,RV,1,,15026.34,20191021,NA10,1930038380,0
U001,200726979,BJ'S  ,1/22/2019 0:00,2019,1928559607,1/4/2019,20190103,20190104,20190119,USD,RV,1,,83081.83,20190104,NAA8,1928559607,0
CA02,140106293,ATLANT llc,6/24/2019 0:00,2019,2960551480,5/31/2019,20190531,20190531,20190618,CAD,RV,1,,38.22,20190608,CA10,2960551480,0
U001,200794332,COST foundation,5/1/2019 0:00,2019,1929143274,4/16/2019,20190413,20190416,20190501,USD,RV,1,,20557.14,20190416,NAAX,1929143274,0
